2025-12-29 11:57:58 | INFO     | setup_logging:58 | ================================================================================
2025-12-29 11:57:58 | INFO     | setup_logging:59 | JUDGE SWAP ANALYSIS - RUN STARTED
2025-12-29 11:57:58 | INFO     | setup_logging:60 | ================================================================================
2025-12-29 11:57:58 | INFO     | setup_logging:61 | User: droytbur
2025-12-29 11:57:58 | INFO     | setup_logging:62 | Hostname: babel-p5-28
2025-12-29 11:57:58 | INFO     | setup_logging:63 | Timestamp: 20251229_115758
2025-12-29 11:57:58 | INFO     | setup_logging:64 | Log file: judge_swap_null_dbg_results/translation/analysis/file_logs/analyze_judge_swap_20251229_115758.log
2025-12-29 11:57:58 | INFO     | setup_logging:65 | ================================================================================
2025-12-29 11:57:58 | INFO     | main:462 | Results directory: judge_swap_null_dbg_results/translation
2025-12-29 11:57:58 | INFO     | main:463 | Output directory: judge_swap_null_dbg_results/translation/analysis
2025-12-29 11:57:58 | DEBUG    | load_cached_preferences:151 | Loaded Qwen2.5-7B-Instruct/Qwen2.5-72B vs Qwen2.5-72B-Instruct: J_vs_R_g1=240, J_vs_R_g2=240, K_vs_R_g1=181, K_vs_R_g2=181
2025-12-29 11:57:58 | DEBUG    | load_cached_preferences:151 | Loaded Qwen2.5-7B-Instruct/Llama-3.1-70B-Instruct vs Qwen2.5-72B-Instruct: J_vs_R_g1=240, J_vs_R_g2=240, K_vs_R_g1=166, K_vs_R_g2=166
2025-12-29 11:57:58 | DEBUG    | load_cached_preferences:151 | Loaded Qwen2.5-7B-Instruct/Llama-3.1-8B vs Qwen2.5-7B: J_vs_R_g1=268, J_vs_R_g2=268, K_vs_R_g1=140, K_vs_R_g2=140
2025-12-29 11:57:58 | DEBUG    | load_cached_preferences:151 | Loaded Qwen2.5-7B-Instruct/Qwen2.5-72B vs Qwen2.5-7B: J_vs_R_g1=268, J_vs_R_g2=268, K_vs_R_g1=218, K_vs_R_g2=218
2025-12-29 11:57:58 | DEBUG    | load_cached_preferences:151 | Loaded Qwen2.5-7B-Instruct/Llama-3.1-8B vs Llama-3.1-8B-Instruct: J_vs_R_g1=280, J_vs_R_g2=280, K_vs_R_g1=138, K_vs_R_g2=138
2025-12-29 11:57:58 | DEBUG    | load_cached_preferences:151 | Loaded Qwen2.5-7B-Instruct/gemma-2-9b-it vs Llama-3.1-8B-Instruct: J_vs_R_g1=280, J_vs_R_g2=280, K_vs_R_g1=192, K_vs_R_g2=192
2025-12-29 11:57:58 | DEBUG    | load_cached_preferences:151 | Loaded Qwen2.5-7B-Instruct/Llama-3.1-70B-Instruct vs Llama-3.1-8B-Instruct: J_vs_R_g1=280, J_vs_R_g2=280, K_vs_R_g1=186, K_vs_R_g2=186
2025-12-29 11:57:58 | DEBUG    | load_cached_preferences:151 | Loaded Llama-3.1-8B-Instruct/Qwen2.5-7B vs Qwen2.5-7B-Instruct: J_vs_R_g1=272, J_vs_R_g2=272, K_vs_R_g1=207, K_vs_R_g2=207
2025-12-29 11:57:58 | DEBUG    | load_cached_preferences:151 | Loaded Llama-3.1-8B-Instruct/Qwen2.5-72B-Instruct vs Qwen2.5-7B-Instruct: J_vs_R_g1=272, J_vs_R_g2=272, K_vs_R_g1=150, K_vs_R_g2=150
